district,season,crop_type,start,end,tmax_mean_c,tmin_mean_c,tmax_peak_c,rain_mm,frost_days,hot_days_35c
Khushab,2024-25,potato,2024-10-15,2025-02-15,24.921,11.343,36.3,48.4,0,7
Khushab,2024-25,rice,2024-06-15,2024-10-15,36.835,26.744,46.1,353.2,0,82
Khushab,2024-25,sugarcane,2024-03-01,2024-11-30,34.855,22.548,46.5,500.9,0,137
Khushab,2024-25,tomato,2024-09-01,2024-12-31,29.734,17.408,40.2,130.4,0,33
Khushab,2024-25,wheat,2024-12-01,2025-03-15,22.707,9.023,31.3,63.5,0,0
Lahore,2017-18,barley,2017-12-01,2018-03-15,22.33,8.246,32.6,57.1,0,0
Lahore,2017-18,jowar,2017-07-01,2017-10-15,34.058,24.99,38.5,324.3,0,30
Lahore,2017-18,maize,2017-08-01,2017-11-15,32.479,21.861,36.7,234.2,0,20
Lahore,2017-18,potato,2017-10-15,2018-02-15,23.201,9.508,33.7,49.9,0,0
Lahore,2017-18,rice,2017-06-15,2017-10-15,34.28,25.158,39.8,386.7,0,40
Lahore,2017-18,sugarcane,2017-03-01,2017-11-30,33.459,21.452,46.0,474.7,0,107
Lahore,2017-18,tomato,2017-09-01,2017-12-31,28.11,15.512,36.7,54.5,0,13
Lahore,2018-19,bajra,2018-07-15,2018-10-15,33.625,24.637,37.8,335.6,0,20
Lahore,2018-19,barley,2018-12-01,2019-03-15,19.473,7.111,24.8,125.1,2,0
Lahore,2018-19,jowar,2018-07-01,2018-10-15,33.811,24.911,38.2,368.7,0,27
Lahore,2018-19,maize,2018-08-01,2018-11-15,32.222,21.507,37.8,211.8,0,19
Lahore,2018-19,onion,2018-12-01,2019-04-30,23.605,10.516,39.2,165.2,2,20
Lahore,2018-19,potato,2018-10-15,2019-02-15,22.424,9.186,32.6,77.6,2,0
Lahore,2018-19,rice,2018-06-15,2018-10-15,34.124,25.087,40.1,475.0,0,37
Lahore,2018-19,sugarcane,2018-03-01,2018-11-30,33.347,21.387,43.3,567.5,0,87
Lahore,2018-19,tomato,2018-09-01,2018-12-31,27.931,15.023,36.8,135.0,2,9
Lahore,2019-20,bajra,2019-07-15,2019-10-15,33.56,25.295,39.4,268.5,0,25
Lahore,2019-20,jowar,2019-07-01,2019-10-15,34.138,25.674,42.3,301.1,0,37
Lahore,2019-20,maize,2019-08-01,2019-11-15,32.091,22.665,39.4,185.9,0,23
Lahore,2019-20,onion,2019-12-01,2020-04-30,22.023,10.257,36.3,266.3,4,6
Lahore,2019-20,potato,2019-10-15,2020-02-15,20.828,9.593,33.1,134.0,4,0
Lahore,2019-20,rice,2019-06-15,2019-10-15,34.785,25.917,42.9,310.5,0,51
Lahore,2019-20,sugarcane,2019-03-01,2019-11-30,33.133,21.721,44.2,421.9,0,110
Lahore,2019-20,tomato,2019-09-01,2019-12-31,26.746,16.27,39.4,113.9,3,16
Lahore,2019-20,wheat,2019-12-01,2020-03-15,18.851,7.503,27.3,222.6,4,0
Lahore,2020-21,bajra,2020-07-15,2020-10-15,35.143,25.355,39.2,227.3,0,59
Lahore,2020-21,jowar,2020-07-01,2020-10-15,35.409,25.64,43.4,258.4,0,70
Lahore,2020-21,onion,2020-12-01,2021-04-30,24.207,11.021,40.0,86.5,0,7
Lahore,2020-21,potato,2020-10-15,2021-02-15,22.437,9.138,34.5,66.6,0,0
Lahore,2020-21,rice,2020-06-15,2020-10-15,36.009,26.039,43.4,274.4,0,86
Lahore,2020-21,sugarcane,2020-03-01,2020-11-30,32.932,21.094,44.1,455.2,0,126
Lahore,2020-21,tomato,2020-09-01,2020-12-31,28.492,15.216,37.6,88.9,0,33
Lahore,2021-22,maize,2021-08-01,2021-11-15,32.323,22.366,39.0,172.2,0,22
Lahore,2021-22,onion,2021-12-01,2022-04-30,24.992,11.602,42.8,163.2,1,31
Lahore,2021-22,potato,2021-10-15,2022-02-15,21.61,9.363,33.4,132.0,1,0
Lahore,2021-22,rice,2021-06-15,2021-10-15,35.321,26.158,43.7,238.3,0,55
Lahore,2021-22,sugarcane,2021-03-01,2021-11-30,33.185,21.519,43.7,317.2,0,96
Lahore,2021-22,tomato,2021-09-01,2021-12-31,27.319,15.666,35.5,127.9,1,6
Lahore,2022-23,bajra,2022-07-15,2022-10-15,33.423,24.656,37.5,334.0,0,22
Lahore,2022-23,maize,2022-08-01,2022-11-15,31.996,21.897,37.5,192.5,0,19
Lahore,2022-23,onion,2022-12-01,2023-04-30,24.215,11.101,37.9,155.9,2,9
Lahore,2022-23,potato,2022-10-15,2023-02-15,22.258,9.562,31.9,41.5,2,0
Lahore,2022-23,rice,2022-06-15,2022-10-15,33.973,25.042,44.7,454.2,0,41
Lahore,2022-23,sugarcane,2022-03-01,2022-11-30,34.03,21.797,45.3,495.9,0,115
Lahore,2022-23,tomato,2022-09-01,2022-12-31,27.702,15.8,37.5,83.3,0,15
Lahore,2023-24,maize,2023-08-01,2023-11-15,32.25,21.772,38.9,256.3,0,29
Lahore,2023-24,onion,2023-12-01,2024-04-30,22.561,10.02,36.2,88.1,0,2
Lahore,2023-24,potato,2023-10-15,2024-02-15,20.865,9.268,30.2,93.4,0,0
Lahore,2023-24,rice,2023-06-15,2023-10-15,34.607,25.185,41.4,504.7,0,46
Lahore,2023-24,tomato,2023-09-01,2023-12-31,27.267,15.794,38.5,189.5,0,12
Lahore,2023-24,wheat,2023-12-01,2024-03-15,18.899,7.04,26.4,53.1,0,0
Lahore,2024-25,onion,2024-12-01,2025-04-30,25.283,12.489,42.0,162.3,0,27
Lahore,2024-25,potato,2024-10-15,2025-02-15,22.836,11.077,33.0,55.2,0,0
Lahore,2024-25,rice,2024-06-15,2024-10-15,34.812,25.554,44.8,483.9,0,48
Lahore,2024-25,tomato,2024-09-01,2024-12-31,27.74,16.632,36.7,91.9,0,8
Lahore,2024-25,wheat,2024-12-01,2025-03-15,20.721,9.189,29.2,156.2,0,0
Layyah,2017-18,bajra,2017-07-15,2017-10-15,36.562,26.552,41.0,113.2,0,72
Layyah,2017-18,barley,2017-12-01,2018-03-15,22.465,8.69,30.7,74.1,0,0
Layyah,2017-18,cotton,2017-05-15,2017-10-31,36.995,26.074,45.9,213.3,0,127
Layyah,2017-18,jowar,2017-07-01,2017-10-15,36.728,26.885,41.0,127.0,0,85
Layyah,2017-18,maize,2017-08-01,2017-11-15,34.443,23.428,41.0,96.4,0,56
Layyah,2017-18,potato,2017-10-15,2018-02-15,23.42,9.873,34.6,57.4,0,0
Layyah,2017-18,rice,2017-06-15,2017-10-15,36.788,26.955,42.1,195.8,0,96
Layyah,2017-18,sugarcane,2017-03-01,2017-11-30,34.606,22.711,45.9,269.6,0,161
Layyah,2017-18,tomato,2017-09-01,2017-12-31,28.675,16.344,38.1,74.3,0,30
Layyah,2018-19,bajra,2018-07-15,2018-10-15,36.033,26.324,39.3,101.0,0,66
Layyah,2018-19,barley,2018-12-01,2019-03-15,19.344,7.795,24.6,110.6,0,0
Layyah,2018-19,cotton,2018-05-15,2018-10-31,36.738,25.946,45.0,177.0,0,123
Layyah,2018-19,jowar,2018-07-01,2018-10-15,36.435,26.724,42.0,139.5,0,78
Layyah,2018-19,maize,2018-08-01,2018-11-15,33.678,22.889,39.3,38.5,0,49
Layyah,2018-19,onion,2018-12-01,2019-04-30,23.148,11.107,38.4,141.7,0,13
Layyah,2018-19,potato,2018-10-15,2019-02-15,22.301,10.079,31.8,58.6,0,0
Layyah,2018-19,rice,2018-06-15,2018-10-15,36.615,26.863,42.0,147.9,0,92
Layyah,2018-19,sugarcane,2018-03-01,2018-11-30,34.612,22.777,45.0,242.1,0,152
Layyah,2018-19,tomato,2018-09-01,2018-12-31,28.371,16.215,37.9,16.2,0,22
Layyah,2019-20,bajra,2019-07-15,2019-10-15,35.234,26.49,40.8,275.9,0,55
Layyah,2019-20,barley,2019-12-01,2020-03-15,18.981,8.047,27.9,220.1,1,0
Layyah,2019-20,cotton,2019-05-15,2019-10-31,36.225,26.034,44.9,331.2,0,110
Layyah,2019-20,jowar,2019-07-01,2019-10-15,35.807,26.983,42.7,289.4,0,69
Layyah,2019-20,maize,2019-08-01,2019-11-15,33.003,23.575,39.7,212.0,0,44
Layyah,2019-20,onion,2019-12-01,2020-04-30,21.855,10.887,36.2,301.8,1,2
Layyah,2019-20,potato,2019-10-15,2020-02-15,20.944,9.941,32.9,125.9,1,0
Layyah,2019-20,rice,2019-06-15,2019-10-15,36.168,27.122,42.7,315.9,0,84
Layyah,2019-20,sugarcane,2019-03-01,2019-11-30,33.442,22.458,44.9,428.1,0,136
Layyah,2019-20,tomato,2019-09-01,2019-12-31,27.361,16.886,39.7,143.2,1,25
Layyah,2019-20,wheat,2019-12-01,2020-03-15,18.981,8.047,27.9,220.1,1,0
Layyah,2020-21,bajra,2020-07-15,2020-10-15,35.97,26.468,42.0,253.8,0,49
Layyah,2020-21,barley,2020-12-01,2021-03-15,21.545,8.672,29.5,34.4,1,0
Layyah,2020-21,cotton,2020-05-15,2020-10-31,36.434,25.71,42.9,292.4,0,102
Layyah,2020-21,jowar,2020-07-01,2020-10-15,36.417,26.852,42.4,260.4,0,62
Layyah,2020-21,onion,2020-12-01,2021-04-30,24.61,11.545,39.2,69.9,1,7
Layyah,2020-21,potato,2020-10-15,2021-02-15,22.237,9.322,33.3,46.4,1,0
Layyah,2020-21,rice,2020-06-15,2020-10-15,36.923,27.168,42.9,271.6,0,78
Layyah,2020-21,sugarcane,2020-03-01,2020-11-30,32.864,21.897,42.9,508.8,0,110
Layyah,2021-22,bajra,2021-07-15,2021-10-15,37.037,27.305,43.3,107.1,0,74
Layyah,2021-22,cotton,2021-05-15,2021-10-31,37.645,26.692,45.9,138.4,0,132
Layyah,2021-22,jowar,2021-07-01,2021-10-15,37.596,27.712,44.1,130.1,0,87
Layyah,2021-22,onion,2021-12-01,2022-04-30,26.707,12.626,43.9,60.3,1,40
Layyah,2021-22,potato,2021-10-15,2022-02-15,23.341,9.849,34.5,32.3,1,0
Layyah,2021-22,rice,2021-06-15,2021-10-15,37.853,27.724,45.9,137.1,0,102
Layyah,2021-22,sugarcane,2021-03-01,2021-11-30,34.984,22.88,45.9,174.4,0,152
Layyah,2022-23,bajra,2022-07-15,2022-10-15,33.888,25.165,38.8,493.0,0,34
Layyah,2022-23,cotton,2022-05-15,2022-10-31,36.001,25.521,47.0,645.9,0,88
Layyah,2022-23,jowar,2022-07-01,2022-10-15,34.377,25.698,40.2,545.3,0,47
Layyah,2022-23,onion,2022-12-01,2023-04-30,24.193,11.485,36.5,133.7,4,6
Layyah,2022-23,potato,2022-10-15,2023-02-15,22.738,10.086,32.8,33.1,4,0
Layyah,2022-23,rice,2022-06-15,2022-10-15,34.772,25.779,46.5,645.7,0,57
Layyah,2022-23,sugarcane,2022-03-01,2022-11-30,35.132,22.954,48.0,689.9,0,142
Layyah,2023-24,bajra,2023-07-15,2023-10-15,36.715,26.775,41.9,165.8,0,73
Layyah,2023-24,cotton,2023-05-15,2023-10-31,36.411,25.972,44.1,296.5,0,121
Layyah,2023-24,jowar,2023-07-01,2023-10-15,36.655,26.865,41.9,203.7,0,82
Layyah,2023-24,onion,2023-12-01,2024-04-30,23.222,11.09,36.3,86.0,0,6
Layyah,2023-24,potato,2023-10-15,2024-02-15,22.185,10.658,31.1,77.1,0,0
Layyah,2023-24,rice,2023-06-15,2023-10-15,37.182,27.38,44.1,212.0,0,98
Layyah,2023-24,sugarcane,2023-03-01,2023-11-30,33.482,22.366,44.1,440.6,0,133
Layyah,2023-24,wheat,2023-12-01,2024-03-15,20.011,8.217,26.6,53.5,0,0
Layyah,2024-25,bajra,2024-07-15,2024-10-15,36.059,26.634,42.5,275.7,0,53
Layyah,2024-25,barley,2024-12-01,2025-03-15,21.364,8.551,29.7,36.5,0,0
Layyah,2024-25,cotton,2024-05-15,2024-10-31,38.073,26.905,46.7,310.3,0,114
Layyah,2024-25,jowar,2024-07-01,2024-10-15,36.624,27.121,45.4,309.2,0,66
Layyah,2024-25,onion,2024-12-01,2025-04-30,25.666,11.805,44.2,37.0,0,26
Layyah,2024-25,potato,2024-10-15,2025-02-15,23.915,11.081,35.4,4.8,0,2
Layyah,2024-25,rice,2024-06-15,2024-10-15,37.403,27.57,46.7,309.9,0,82
Layyah,2024-25,sugarcane,2024-03-01,2024-11-30,34.823,22.99,46.7,380.7,0,131
Layyah,2024-25,tomato,2024-09-01,2024-12-31,29.558,17.639,39.7,32.1,0,25
Layyah,2024-25,wheat,2024-12-01,2025-03-15,21.364,8.551,29.7,36.5,0,0
Lodhran,2017-18,bajra,2017-07-15,2017-10-15,36.449,26.984,39.8,171.3,0,79
Lodhran,2017-18,barley,2017-12-01,2018-03-15,22.915,9.695,32.0,29.8,0,0
Lodhran,2017-18,cotton,2017-05-15,2017-10-31,37.238,26.738,44.9,248.8,0,136
Lodhran,2017-18,jowar,2017-07-01,2017-10-15,36.784,27.393,41.0,176.8,0,93
Lodhran,2017-18,maize,2017-08-01,2017-11-15,34.475,23.833,39.8,88.8,0,62
Lodhran,2017-18,potato,2017-10-15,2018-02-15,23.819,10.695,34.5,28.7,0,0
Lodhran,2017-18,rice,2017-06-15,2017-10-15,36.913,27.544,41.2,213.6,0,105
Lodhran,2017-18,sugarcane,2017-03-01,2017-11-30,35.174,23.515,44.9,265.1,0,177
Lodhran,2017-18,tomato,2017-09-01,2017-12-31,29.037,16.933,38.0,59.1,0,33
Lodhran,2018-19,bajra,2018-07-15,2018-10-15,36.492,27.168,40.5,35.8,0,71
Lodhran,2018-19,barley,2018-12-01,2019-03-15,20.379,8.677,26.3,63.9,0,0
Lodhran,2018-19,cotton,2018-05-15,2018-10-31,37.174,26.859,44.8,90.9,0,127
Lodhran,2018-19,jowar,2018-07-01,2018-10-15,36.772,27.537,41.5,41.4,0,84
Lodhran,2018-19,maize,2018-08-01,2018-11-15,34.043,23.536,40.0,18.2,0,54
Lodhran,2018-19,onion,2018-12-01,2019-04-30,24.198,11.975,40.9,84.7,0,17
Lodhran,2018-19,potato,2018-10-15,2019-02-15,23.134,10.81,32.3,29.6,0,0
Lodhran,2018-19,rice,2018-06-15,2018-10-15,36.935,27.719,41.6,71.6,0,96
Lodhran,2018-19,sugarcane,2018-03-01,2018-11-30,35.325,23.748,44.8,106.0,0,165
Lodhran,2018-19,tomato,2018-09-01,2018-12-31,28.862,16.819,37.6,3.3,0,24
Lodhran,2019-20,bajra,2019-07-15,2019-10-15,36.637,27.819,41.7,160.4,0,72
Lodhran,2019-20,cotton,2019-05-15,2019-10-31,37.514,27.281,45.5,183.0,0,131
Lodhran,2019-20,jowar,2019-07-01,2019-10-15,37.157,28.282,42.0,160.4,0,86
Lodhran,2019-20,maize,2019-08-01,2019-11-15,34.53,24.707,41.1,133.4,0,57
Lodhran,2019-20,onion,2019-12-01,2020-04-30,23.917,12.101,38.4,107.7,0,10
Lodhran,2019-20,potato,2019-10-15,2020-02-15,22.76,11.01,34.9,45.9,0,0
Lodhran,2019-20,rice,2019-06-15,2019-10-15,37.441,28.432,42.0,167.6,0,102
Lodhran,2019-20,sugarcane,2019-03-01,2019-11-30,34.698,23.612,45.5,227.5,0,162
Lodhran,2019-20,tomato,2019-09-01,2019-12-31,28.924,17.807,41.1,85.8,0,29
Lodhran,2019-20,wheat,2019-12-01,2020-03-15,20.725,9.022,30.0,69.1,0,0
Lodhran,2020-21,bajra,2020-07-15,2020-10-15,36.958,27.461,41.2,216.6,0,79
Lodhran,2020-21,cotton,2020-05-15,2020-10-31,37.892,27.204,44.6,223.1,0,143
Lodhran,2020-21,jowar,2020-07-01,2020-10-15,37.364,27.925,44.1,219.3,0,93
Lodhran,2020-21,onion,2020-12-01,2021-04-30,27.299,12.874,41.1,24.2,0,24
Lodhran,2020-21,potato,2020-10-15,2021-02-15,24.623,10.311,36.0,9.0,0,6
Lodhran,2020-21,rice,2020-06-15,2020-10-15,38.005,28.51,44.6,219.9,0,109
Lodhran,2020-21,sugarcane,2020-03-01,2020-11-30,34.739,23.383,44.6,313.3,0,164
Lodhran,2020-21,tomato,2020-09-01,2020-12-31,30.007,16.8,38.6,61.6,0,43
Lodhran,2021-22,bajra,2021-07-15,2021-10-15,37.498,28.422,42.6,36.9,0,78
Lodhran,2021-22,cotton,2021-05-15,2021-10-31,37.904,27.78,44.8,64.1,0,138
Lodhran,2021-22,maize,2021-08-01,2021-11-15,35.151,24.846,40.9,19.7,0,61
Lodhran,2021-22,onion,2021-12-01,2022-04-30,28.293,14.119,44.9,33.7,0,45
Lodhran,2021-22,potato,2021-10-15,2022-02-15,24.744,11.263,33.6,21.8,0,0
Lodhran,2021-22,rice,2021-06-15,2021-10-15,38.048,28.785,43.2,60.4,0,107
Lodhran,2021-22,sugarcane,2021-03-01,2021-11-30,36.098,24.272,44.8,81.4,0,176
Lodhran,2021-22,tomato,2021-09-01,2021-12-31,30.067,17.893,39.5,13.5,0,30
Lodhran,2022-23,cotton,2022-05-15,2022-10-31,37.338,26.652,47.0,479.3,0,120
Lodhran,2022-23,maize,2022-08-01,2022-11-15,34.826,24.04,39.1,79.2,0,61
Lodhran,2022-23,onion,2022-12-01,2023-04-30,26.198,12.783,40.9,30.7,0,16
Lodhran,2022-23,potato,2022-10-15,2023-02-15,24.877,11.338,36.9,8.3,0,5
Lodhran,2022-23,rice,2022-06-15,2022-10-15,36.078,26.809,44.6,479.3,0,85
Lodhran,2022-23,sugarcane,2022-03-01,2022-11-30,36.7,24.374,47.3,492.0,0,179
Lodhran,2022-23,tomato,2022-09-01,2022-12-31,30.948,18.131,39.1,5.6,0,48
Lodhran,2023-24,cotton,2023-05-15,2023-10-31,36.691,26.821,43.4,192.6,0,120
Lodhran,2023-24,maize,2023-08-01,2023-11-15,34.275,24.429,39.6,33.4,0,57
Lodhran,2023-24,onion,2023-12-01,2024-04-30,25.167,12.249,40.1,28.8,0,14
Lodhran,2023-24,potato,2023-10-15,2024-02-15,23.547,11.376,33.5,43.0,0,0
Lodhran,2023-24,rice,2023-06-15,2023-10-15,36.943,27.94,43.4,143.2,0,95
Lodhran,2023-24,sugarcane,2023-03-01,2023-11-30,34.618,23.52,43.4,222.5,0,147
Lodhran,2023-24,tomato,2023-09-01,2023-12-31,29.67,18.198,39.3,32.9,0,28
Lodhran,2023-24,wheat,2023-12-01,2024-03-15,21.479,8.924,28.1,17.4,0,0
Lodhran,2024-25,cotton,2024-05-15,2024-10-31,38.809,27.934,47.7,295.3,0,142
Lodhran,2024-25,onion,2024-12-01,2025-04-30,26.384,12.622,44.0,27.2,0,27
Lodhran,2024-25,potato,2024-10-15,2025-02-15,25.267,11.89,37.4,0.5,0,16
Lodhran,2024-25,rice,2024-06-15,2024-10-15,37.831,28.29,43.8,293.6,0,100
Lodhran,2024-25,sugarcane,2024-03-01,2024-11-30,36.316,24.317,47.7,310.8,0,173
Lodhran,2024-25,tomato,2024-09-01,2024-12-31,31.221,18.798,40.3,6.7,0,52
Lodhran,2024-25,wheat,2024-12-01,2025-03-15,22.047,9.337,29.3,25.2,0,0
Mandi Bahauddin,2017-18,bajra,2017-07-15,2017-10-15,34.523,25.253,38.0,243.4,0,38
Mandi Bahauddin,2017-18,barley,2017-12-01,2018-03-15,22.416,9.34,30.9,47.6,0,0
Mandi Bahauddin,2017-18,cotton,2017-05-15,2017-10-31,35.249,25.029,46.4,475.7,0,84
Mandi Bahauddin,2017-18,jowar,2017-07-01,2017-10-15,34.606,25.467,38.0,360.8,0,46
Mandi Bahauddin,2017-18,maize,2017-08-01,2017-11-15,33.002,22.566,38.0,188.9,0,33
Mandi Bahauddin,2017-18,potato,2017-10-15,2018-02-15,23.23,10.44,34.8,52.0,0,0
Mandi Bahauddin,2017-18,rice,2017-06-15,2017-10-15,34.762,25.611,40.9,438.3,0,56
Mandi Bahauddin,2017-18,sugarcane,2017-03-01,2017-11-30,33.309,21.924,46.4,570.1,0,118
Mandi Bahauddin,2017-18,tomato,2017-09-01,2017-12-31,28.33,16.464,38.0,55.2,0,22
Mandi Bahauddin,2018-19,bajra,2018-07-15,2018-10-15,34.071,25.034,39.2,230.0,0,27
Mandi Bahauddin,2018-19,barley,2018-12-01,2019-03-15,18.552,7.59,23.9,173.8,0,0
Mandi Bahauddin,2018-19,cotton,2018-05-15,2018-10-31,35.138,24.898,43.6,348.9,0,75
Mandi Bahauddin,2018-19,jowar,2018-07-01,2018-10-15,34.222,25.25,39.2,279.0,0,34
Mandi Bahauddin,2018-19,maize,2018-08-01,2018-11-15,32.157,21.997,39.2,192.7,0,26
Mandi Bahauddin,2018-19,onion,2018-12-01,2019-04-30,22.369,10.856,38.2,213.6,0,11
Mandi Bahauddin,2018-19,potato,2018-10-15,2019-02-15,21.485,9.803,31.8,109.0,0,0
Mandi Bahauddin,2018-19,rice,2018-06-15,2018-10-15,34.486,25.435,41.3,324.5,0,45
Mandi Bahauddin,2018-19,sugarcane,2018-03-01,2018-11-30,33.148,21.87,43.6,459.4,0,96
Mandi Bahauddin,2018-19,tomato,2018-09-01,2018-12-31,27.478,15.661,38.9,97.7,0,13
Mandi Bahauddin,2019-20,bajra,2019-07-15,2019-10-15,33.659,25.533,39.7,284.2,0,32
Mandi Bahauddin,2019-20,barley,2019-12-01,2020-03-15,18.592,8.178,27.0,212.5,0,0
Mandi Bahauddin,2019-20,cotton,2019-05-15,2019-10-31,35.146,25.246,44.6,354.8,0,84
Mandi Bahauddin,2019-20,jowar,2019-07-01,2019-10-15,34.172,25.831,42.8,324.3,0,44
Mandi Bahauddin,2019-20,maize,2019-08-01,2019-11-15,31.775,22.833,39.7,261.7,0,28
Mandi Bahauddin,2019-20,onion,2019-12-01,2020-04-30,21.422,10.839,36.6,312.1,0,1
Mandi Bahauddin,2019-20,potato,2019-10-15,2020-02-15,20.314,10.148,32.2,145.4,0,0
Mandi Bahauddin,2019-20,rice,2019-06-15,2019-10-15,34.823,26.112,42.8,329.1,0,58
Mandi Bahauddin,2019-20,sugarcane,2019-03-01,2019-11-30,32.449,21.934,44.6,482.6,0,107
Mandi Bahauddin,2019-20,tomato,2019-09-01,2019-12-31,26.109,16.478,39.1,177.2,0,16
Mandi Bahauddin,2019-20,wheat,2019-12-01,2020-03-15,18.592,8.178,27.0,212.5,0,0
Mandi Bahauddin,2020-21,bajra,2020-07-15,2020-10-15,34.289,25.186,38.7,451.9,0,37
Mandi Bahauddin,2020-21,barley,2020-12-01,2021-03-15,20.751,9.093,29.9,82.0,0,0
Mandi Bahauddin,2020-21,cotton,2020-05-15,2020-10-31,34.921,24.623,42.7,573.4,0,84
Mandi Bahauddin,2020-21,jowar,2020-07-01,2020-10-15,34.714,25.52,40.3,511.6,0,50
Mandi Bahauddin,2020-21,onion,2020-12-01,2021-04-30,23.626,11.805,38.9,142.0,0,6
Mandi Bahauddin,2020-21,potato,2020-10-15,2021-02-15,21.181,9.599,31.9,75.1,0,0
Mandi Bahauddin,2020-21,rice,2020-06-15,2020-10-15,35.233,25.767,42.1,550.1,0,64
Mandi Bahauddin,2020-21,sugarcane,2020-03-01,2020-11-30,31.678,21.117,42.7,780.4,0,92
Mandi Bahauddin,2021-22,barley,2021-12-01,2022-03-15,19.878,8.843,33.4,167.1,0,0
Mandi Bahauddin,2021-22,jowar,2021-07-01,2021-10-15,35.142,26.379,42.5,278.6,0,52
Mandi Bahauddin,2021-22,maize,2021-08-01,2021-11-15,32.914,22.77,40.0,173.0,0,34
Mandi Bahauddin,2021-22,onion,2021-12-01,2022-04-30,25.187,12.718,42.0,168.7,0,38
Mandi Bahauddin,2021-22,potato,2021-10-15,2022-02-15,21.923,10.045,33.3,134.1,0,0
Mandi Bahauddin,2021-22,rice,2021-06-15,2021-10-15,35.664,26.481,43.7,279.9,0,67
Mandi Bahauddin,2021-22,sugarcane,2021-03-01,2021-11-30,33.186,22.042,45.4,379.6,0,106
Mandi Bahauddin,2021-22,tomato,2021-09-01,2021-12-31,27.663,16.196,37.1,110.7,0,10
Mandi Bahauddin,2022-23,barley,2022-12-01,2023-03-15,21.67,9.293,32.5,69.6,0,0
Mandi Bahauddin,2022-23,maize,2022-08-01,2022-11-15,32.132,22.285,36.6,200.9,0,21
Mandi Bahauddin,2022-23,onion,2022-12-01,2023-04-30,23.848,11.63,37.7,209.8,0,8
Mandi Bahauddin,2022-23,potato,2022-10-15,2023-02-15,22.04,10.172,33.5,98.0,0,0
Mandi Bahauddin,2022-23,rice,2022-06-15,2022-10-15,34.183,25.146,44.8,501.2,0,44
Mandi Bahauddin,2022-23,sugarcane,2022-03-01,2022-11-30,34.011,22.283,45.4,581.9,0,124
Mandi Bahauddin,2022-23,tomato,2022-09-01,2022-12-31,27.702,16.289,36.6,96.2,0,14
Mandi Bahauddin,2023-24,barley,2023-12-01,2024-03-15,19.289,7.822,26.9,144.2,0,0
Mandi Bahauddin,2023-24,maize,2023-08-01,2023-11-15,32.669,22.243,40.5,271.3,0,42
Mandi Bahauddin,2023-24,onion,2023-12-01,2024-04-30,22.592,10.663,35.4,247.0,0,1
Mandi Bahauddin,2023-24,potato,2023-10-15,2024-02-15,21.19,10.06,29.9,110.8,0,0
Mandi Bahauddin,2023-24,rice,2023-06-15,2023-10-15,35.322,25.37,43.7,469.4,0,68
Mandi Bahauddin,2023-24,sugarcane,2023-03-01,2023-11-30,32.189,21.2,43.7,770.7,0,99
Mandi Bahauddin,2023-24,tomato,2023-09-01,2023-12-31,27.754,16.406,40.3,203.4,0,23
Mandi Bahauddin,2023-24,wheat,2023-12-01,2024-03-15,19.289,7.822,26.9,144.2,0,0
Mandi Bahauddin,2024-25,barley,2024-12-01,2025-03-15,20.504,8.13,28.5,93.2,0,0
Mandi Bahauddin,2024-25,onion,2024-12-01,2025-04-30,24.954,11.385,42.4,97.3,0,24
Mandi Bahauddin,2024-25,potato,2024-10-15,2025-02-15,22.727,10.413,32.6,10.1,0,0
Mandi Bahauddin,2024-25,rice,2024-06-15,2024-10-15,35.142,25.718,45.7,479.2,0,49
Mandi Bahauddin,2024-25,sugarcane,2024-03-01,2024-11-30,33.281,21.857,45.7,652.2,0,90
Mandi Bahauddin,2024-25,tomato,2024-09-01,2024-12-31,27.684,16.406,38.1,103.8,0,10
Mandi Bahauddin,2024-25,wheat,2024-12-01,2025-03-15,20.504,8.13,28.5,93.2,0,0
Mianwali,2017-18,bajra,2017-07-15,2017-10-15,34.694,25.629,38.6,224.6,0,42
Mianwali,2017-18,barley,2017-12-01,2018-03-15,21.244,8.129,30.1,48.8,0,0
Mianwali,2017-18,cotton,2017-05-15,2017-10-31,35.628,25.45,46.1,371.8,0,91
Mianwali,2017-18,jowar,2017-07-01,2017-10-15,34.949,25.983,39.4,282.7,0,52
Mianwali,2017-18,maize,2017-08-01,2017-11-15,33.059,22.816,38.6,179.4,0,38
Mianwali,2017-18,potato,2017-10-15,2018-02-15,22.397,9.533,34.2,57.7,0,0
Mianwali,2017-18,rice,2017-06-15,2017-10-15,35.286,26.181,41.5,336.1,0,63
Mianwali,2017-18,sugarcane,2017-03-01,2017-11-30,33.353,22.117,46.1,468.7,0,120
Mianwali,2017-18,tomato,2017-09-01,2017-12-31,27.818,16.02,36.7,99.8,0,19
Mianwali,2018-19,bajra,2018-07-15,2018-10-15,34.483,25.491,38.7,277.6,0,40
Mianwali,2018-19,barley,2018-12-01,2019-03-15,18.244,6.987,23.7,155.3,0,0
Mianwali,2018-19,cotton,2018-05-15,2018-10-31,35.471,25.018,44.2,392.8,0,93
Mianwali,2018-19,jowar,2018-07-01,2018-10-15,34.92,25.818,40.6,329.0,0,52
Mianwali,2018-19,maize,2018-08-01,2018-11-15,32.476,22.206,38.7,152.5,0,36
Mianwali,2018-19,onion,2018-12-01,2019-04-30,21.8,10.154,35.8,223.5,0,3
