district,season,crop_type,start,end,tmax_mean_c,tmin_mean_c,tmax_peak_c,rain_mm,frost_days,hot_days_35c
Attock,2017-18,wheat,2017-12-01,2018-03-15,19.577,7.213,27.3,101.2,0,0
Attock,2018-19,wheat,2018-12-01,2019-03-15,16.549,5.698,22.3,202.9,7,0
Attock,2020-21,wheat,2020-12-01,2021-03-15,19.021,7.162,26.2,77.4,2,0
Attock,2021-22,wheat,2021-12-01,2022-03-15,17.849,6.81,30.7,166.1,2,0
Attock,2022-23,wheat,2022-12-01,2023-03-15,19.336,7.256,30.3,46.2,8,0
Bahawalnagar,2017-18,wheat,2017-12-01,2018-03-15,23.907,10.312,34.4,21.8,0,0
Bahawalnagar,2018-19,wheat,2018-12-01,2019-03-15,21.42,9.127,27.0,47.3,0,0
Bahawalnagar,2020-21,wheat,2020-12-01,2021-03-15,23.551,9.893,34.0,13.4,0,0
Bahawalnagar,2021-22,wheat,2021-12-01,2022-03-15,22.147,9.575,36.4,34.5,0,1
Bahawalnagar,2022-23,wheat,2022-12-01,2023-03-15,23.085,9.723,33.0,13.7,1,0
Bahawalpur,2017-18,wheat,2017-12-01,2018-03-15,24.861,10.714,36.0,11.8,0,2
Bahawalpur,2018-19,wheat,2018-12-01,2019-03-15,21.868,9.064,28.5,36.4,0,0
Bahawalpur,2020-21,wheat,2020-12-01,2021-03-15,24.893,10.247,37.6,3.7,0,2
Bahawalpur,2021-22,wheat,2021-12-01,2022-03-15,22.456,9.988,39.5,30.6,0,4
Bahawalpur,2022-23,wheat,2022-12-01,2023-03-15,25.303,10.827,35.7,7.2,0,4
Bhakkar,2017-18,wheat,2017-12-01,2018-03-15,22.257,8.304,30.8,53.1,0,0
Bhakkar,2018-19,wheat,2018-12-01,2019-03-15,19.145,7.27,24.8,128.6,0,0
Bhakkar,2020-21,wheat,2020-12-01,2021-03-15,21.536,8.393,30.2,30.6,0,0
Bhakkar,2021-22,wheat,2021-12-01,2022-03-15,20.988,8.618,34.7,117.5,0,0
Bhakkar,2022-23,wheat,2022-12-01,2023-03-15,22.24,8.969,32.7,18.2,2,0
Chakwal,2017-18,wheat,2017-12-01,2018-03-15,20.258,8.155,29.4,56.8,0,0
Chakwal,2018-19,wheat,2018-12-01,2019-03-15,16.631,6.044,23.9,232.1,1,0
Chakwal,2020-21,wheat,2020-12-01,2021-03-15,19.956,8.057,28.0,74.9,1,0
Chakwal,2021-22,wheat,2021-12-01,2022-03-15,18.404,7.399,32.6,157.7,0,0
Chakwal,2022-23,wheat,2022-12-01,2023-03-15,20.354,7.976,32.7,38.6,2,0
Dera Ghazi Khan,2017-18,wheat,2017-12-01,2018-03-15,21.319,12.538,32.9,42.9,0,0
Dera Ghazi Khan,2018-19,wheat,2018-12-01,2019-03-15,18.244,10.429,23.4,83.8,0,0
Dera Ghazi Khan,2020-21,wheat,2020-12-01,2021-03-15,21.609,12.744,32.3,6.8,0,0
Dera Ghazi Khan,2021-22,wheat,2021-12-01,2022-03-15,20.358,11.921,36.5,78.2,0,1
Dera Ghazi Khan,2022-23,wheat,2022-12-01,2023-03-15,21.284,12.89,32.2,17.8,0,0
Faisalabad,2017-18,wheat,2017-12-01,2018-03-15,23.559,9.312,33.8,30.7,0,0
Faisalabad,2018-19,wheat,2018-12-01,2019-03-15,19.75,7.734,26.0,101.8,0,0
Faisalabad,2020-21,wheat,2020-12-01,2021-03-15,22.539,9.036,31.1,40.6,0,0
Faisalabad,2021-22,wheat,2021-12-01,2022-03-15,21.487,9.057,35.6,93.0,0,2
Faisalabad,2022-23,wheat,2022-12-01,2023-03-15,22.598,9.374,31.7,36.7,2,0
Gujranwala,2017-18,wheat,2017-12-01,2018-03-15,21.879,8.355,30.5,62.1,0,0
Gujranwala,2018-19,wheat,2018-12-01,2019-03-15,18.722,7.027,23.5,181.3,2,0
Gujranwala,2020-21,wheat,2020-12-01,2021-03-15,20.453,8.261,28.2,109.2,1,0
Gujranwala,2021-22,wheat,2021-12-01,2022-03-15,19.619,7.923,33.1,174.5,0,0
Gujranwala,2022-23,wheat,2022-12-01,2023-03-15,21.35,8.674,31.4,57.3,3,0
Gujrat,2017-18,wheat,2017-12-01,2018-03-15,21.785,8.974,30.6,93.9,0,0
Gujrat,2018-19,wheat,2018-12-01,2019-03-15,18.294,7.464,23.4,239.5,0,0
Gujrat,2020-21,wheat,2020-12-01,2021-03-15,20.456,8.786,28.9,143.6,0,0
Gujrat,2021-22,wheat,2021-12-01,2022-03-15,19.572,8.241,33.5,210.5,0,0
Gujrat,2022-23,wheat,2022-12-01,2023-03-15,21.098,8.887,31.1,116.6,0,0
Hafizabad,2017-18,wheat,2017-12-01,2018-03-15,23.017,8.647,33.2,32.6,0,0
Hafizabad,2018-19,wheat,2018-12-01,2019-03-15,19.121,7.218,24.9,159.8,0,0
Hafizabad,2020-21,wheat,2020-12-01,2021-03-15,20.818,8.361,28.2,69.2,1,0
Hafizabad,2021-22,wheat,2021-12-01,2022-03-15,19.88,8.318,32.6,145.2,0,0
Hafizabad,2022-23,wheat,2022-12-01,2023-03-15,21.65,8.77,31.3,57.4,2,0
Jhang,2017-18,wheat,2017-12-01,2018-03-15,22.775,8.99,31.1,46.8,0,0
Jhang,2018-19,wheat,2018-12-01,2019-03-15,19.578,7.65,25.5,107.8,0,0
Jhang,2020-21,wheat,2020-12-01,2021-03-15,22.815,8.894,31.6,25.4,0,0
Jhang,2021-22,wheat,2021-12-01,2022-03-15,21.253,8.89,35.6,83.3,0,2
Jhang,2022-23,wheat,2022-12-01,2023-03-15,22.919,9.511,33.2,30.9,2,0
Jhelum,2017-18,wheat,2017-12-01,2018-03-15,21.452,10.915,30.3,59.0,0,0
Jhelum,2018-19,wheat,2018-12-01,2019-03-15,17.365,8.442,22.9,222.8,0,0
Jhelum,2020-21,wheat,2020-12-01,2021-03-15,19.946,9.953,28.9,104.9,0,0
Jhelum,2021-22,wheat,2021-12-01,2022-03-15,18.702,9.27,32.4,240.9,0,0
Jhelum,2022-23,wheat,2022-12-01,2023-03-15,20.588,10.216,32.4,92.1,0,0
Kasur,2017-18,wheat,2017-12-01,2018-03-15,23.273,9.37,33.5,37.9,0,0
Kasur,2018-19,wheat,2018-12-01,2019-03-15,20.177,8.049,25.3,110.3,0,0
Kasur,2020-21,wheat,2020-12-01,2021-03-15,22.172,9.221,30.2,52.7,0,0
Kasur,2021-22,wheat,2021-12-01,2022-03-15,20.425,8.685,35.3,124.1,0,1
Kasur,2022-23,wheat,2022-12-01,2023-03-15,22.285,9.389,31.3,39.9,1,0
Khanewal,2017-18,wheat,2017-12-01,2018-03-15,22.632,9.319,31.2,38.7,0,0
Khanewal,2018-19,wheat,2018-12-01,2019-03-15,20.139,8.472,25.6,83.5,0,0
Khanewal,2020-21,wheat,2020-12-01,2021-03-15,23.409,9.51,32.4,25.6,0,0
Khanewal,2021-22,wheat,2021-12-01,2022-03-15,22.17,9.553,34.1,51.7,0,0
Khanewal,2022-23,wheat,2022-12-01,2023-03-15,22.976,9.818,33.5,14.4,1,0
Khushab,2017-18,wheat,2017-12-01,2018-03-15,22.775,8.712,31.6,48.7,0,0
Khushab,2018-19,wheat,2018-12-01,2019-03-15,19.263,7.378,25.1,175.0,0,0
Khushab,2020-21,wheat,2020-12-01,2021-03-15,22.338,8.848,31.0,39.6,1,0
Khushab,2021-22,wheat,2021-12-01,2022-03-15,21.376,8.782,36.2,141.1,0,2
Khushab,2022-23,wheat,2022-12-01,2023-03-15,22.922,9.067,33.8,60.9,1,0
Lahore,2017-18,wheat,2017-12-01,2018-03-15,22.33,8.246,32.6,57.1,0,0
Lahore,2018-19,wheat,2018-12-01,2019-03-15,19.473,7.111,24.8,125.1,2,0
Lahore,2020-21,wheat,2020-12-01,2021-03-15,21.068,8.388,29.1,60.5,0,0
Lahore,2021-22,wheat,2021-12-01,2022-03-15,19.837,8.082,32.3,160.5,1,0
Lahore,2022-23,wheat,2022-12-01,2023-03-15,21.849,8.709,31.1,30.5,2,0
Layyah,2017-18,wheat,2017-12-01,2018-03-15,22.465,8.69,30.7,74.1,0,0
Layyah,2018-19,wheat,2018-12-01,2019-03-15,19.344,7.795,24.6,110.6,0,0
Layyah,2020-21,wheat,2020-12-01,2021-03-15,21.545,8.672,29.5,34.4,1,0
Layyah,2021-22,wheat,2021-12-01,2022-03-15,21.569,8.798,35.5,60.3,1,1
Layyah,2022-23,wheat,2022-12-01,2023-03-15,21.974,9.03,30.4,21.4,4,0
Lodhran,2017-18,wheat,2017-12-01,2018-03-15,22.915,9.695,32.0,29.8,0,0
Lodhran,2018-19,wheat,2018-12-01,2019-03-15,20.379,8.677,26.3,63.9,0,0
Lodhran,2020-21,wheat,2020-12-01,2021-03-15,23.831,9.621,34.2,7.2,0,0
Lodhran,2021-22,wheat,2021-12-01,2022-03-15,23.244,10.081,36.2,33.7,0,2
Lodhran,2022-23,wheat,2022-12-01,2023-03-15,23.53,9.991,35.2,9.4,0,1
Mandi Bahauddin,2017-18,wheat,2017-12-01,2018-03-15,22.416,9.34,30.9,47.6,0,0
Mandi Bahauddin,2018-19,wheat,2018-12-01,2019-03-15,18.552,7.59,23.9,173.8,0,0
Mandi Bahauddin,2020-21,wheat,2020-12-01,2021-03-15,20.751,9.093,29.9,82.0,0,0
Mandi Bahauddin,2021-22,wheat,2021-12-01,2022-03-15,19.878,8.843,33.4,167.1,0,0
Mandi Bahauddin,2022-23,wheat,2022-12-01,2023-03-15,21.67,9.293,32.5,69.6,0,0
Mianwali,2017-18,wheat,2017-12-01,2018-03-15,21.244,8.129,30.1,48.8,0,0
Mianwali,2018-19,wheat,2018-12-01,2019-03-15,18.244,6.987,23.7,155.3,0,0
Mianwali,2020-21,wheat,2020-12-01,2021-03-15,21.109,8.614,28.8,28.2,1,0
Mianwali,2021-22,wheat,2021-12-01,2022-03-15,19.594,8.184,33.8,106.8,0,0
Mianwali,2022-23,wheat,2022-12-01,2023-03-15,21.234,8.68,32.5,36.0,5,0
Multan,2017-18,wheat,2017-12-01,2018-03-15,22.674,9.636,31.5,45.5,0,0
Multan,2018-19,wheat,2018-12-01,2019-03-15,20.37,8.74,26.3,71.1,0,0
Multan,2020-21,wheat,2020-12-01,2021-03-15,23.132,9.525,31.9,15.4,0,0
Multan,2021-22,wheat,2021-12-01,2022-03-15,23.047,9.975,36.3,43.9,0,1
Multan,2022-23,wheat,2022-12-01,2023-03-15,22.988,9.912,34.0,7.0,1,0
Muzaffargarh,2017-18,wheat,2017-12-01,2018-03-15,22.571,9.663,31.7,44.4,0,0
Muzaffargarh,2018-19,wheat,2018-12-01,2019-03-15,20.263,8.652,26.2,63.4,0,0
Muzaffargarh,2020-21,wheat,2020-12-01,2021-03-15,23.019,9.405,32.3,16.1,0,0
Muzaffargarh,2021-22,wheat,2021-12-01,2022-03-15,22.976,9.769,37.4,42.6,0,2
Muzaffargarh,2022-23,wheat,2022-12-01,2023-03-15,22.813,10.01,33.1,6.7,0,0
Narowal,2017-18,wheat,2017-12-01,2018-03-15,20.971,7.642,29.7,120.7,0,0
Narowal,2018-19,wheat,2018-12-01,2019-03-15,18.244,6.857,23.2,290.1,5,0
Narowal,2020-21,wheat,2020-12-01,2021-03-15,19.949,8.281,27.9,111.6,2,0
Narowal,2021-22,wheat,2021-12-01,2022-03-15,18.86,7.651,31.1,250.7,0,0
Narowal,2022-23,wheat,2022-12-01,2023-03-15,20.181,8.262,29.2,72.3,1,0
Okara,2017-18,wheat,2017-12-01,2018-03-15,23.442,9.495,33.3,33.6,0,0
Okara,2018-19,wheat,2018-12-01,2019-03-15,20.497,8.216,26.1,97.2,0,0
Okara,2020-21,wheat,2020-12-01,2021-03-15,22.651,9.244,31.4,45.6,0,0
Okara,2021-22,wheat,2021-12-01,2022-03-15,21.387,9.079,35.9,50.0,0,2
Okara,2022-23,wheat,2022-12-01,2023-03-15,23.255,9.72,32.5,33.0,1,0
Pakpattan,2017-18,wheat,2017-12-01,2018-03-15,23.612,9.689,33.8,22.2,0,0
Pakpattan,2018-19,wheat,2018-12-01,2019-03-15,20.596,8.363,26.5,78.6,0,0
Pakpattan,2020-21,wheat,2020-12-01,2021-03-15,23.567,9.592,33.7,17.0,0,0
Pakpattan,2021-22,wheat,2021-12-01,2022-03-15,22.023,9.436,35.6,36.1,0,2
Pakpattan,2022-23,wheat,2022-12-01,2023-03-15,22.568,9.487,32.0,18.9,1,0
Rahim Yar Khan,2017-18,wheat,2017-12-01,2018-03-15,24.822,10.189,35.2,15.7,0,1
Rahim Yar Khan,2018-19,wheat,2018-12-01,2019-03-15,22.217,9.024,28.1,68.9,0,0
Rahim Yar Khan,2020-21,wheat,2020-12-01,2021-03-15,25.227,9.791,38.0,0.4,0,1
Rahim Yar Khan,2021-22,wheat,2021-12-01,2022-03-15,23.866,10.02,39.2,56.1,0,4
Rahim Yar Khan,2022-23,wheat,2022-12-01,2023-03-15,25.593,10.446,36.1,7.7,0,4
Rajanpur,2017-18,wheat,2017-12-01,2018-03-15,24.199,12.637,34.8,9.3,0,0
Rajanpur,2018-19,wheat,2018-12-01,2019-03-15,21.355,10.903,28.2,50.3,0,0
Rajanpur,2020-21,wheat,2020-12-01,2021-03-15,24.486,12.382,36.0,11.5,0,1
Rajanpur,2021-22,wheat,2021-12-01,2022-03-15,22.965,12.12,40.6,28.8,0,4
Rajanpur,2022-23,wheat,2022-12-01,2023-03-15,24.193,12.79,35.5,9.4,0,2
Rawalpindi,2017-18,wheat,2017-12-01,2018-03-15,19.706,7.874,27.8,164.3,0,0
Rawalpindi,2018-19,wheat,2018-12-01,2019-03-15,16.383,6.014,22.5,317.4,2,0
Rawalpindi,2020-21,wheat,2020-12-01,2021-03-15,19.516,7.79,27.5,150.0,1,0
Rawalpindi,2021-22,wheat,2021-12-01,2022-03-15,17.957,7.032,30.0,265.8,1,0
Rawalpindi,2022-23,wheat,2022-12-01,2023-03-15,19.512,7.513,30.9,181.4,0,0
Sahiwal,2017-18,wheat,2017-12-01,2018-03-15,23.293,9.656,32.4,23.5,0,0
Sahiwal,2018-19,wheat,2018-12-01,2019-03-15,20.109,8.304,26.1,86.0,0,0
Sahiwal,2020-21,wheat,2020-12-01,2021-03-15,23.35,9.681,33.3,23.6,0,0
Sahiwal,2021-22,wheat,2021-12-01,2022-03-15,22.131,9.575,35.9,50.8,0,2
Sahiwal,2022-23,wheat,2022-12-01,2023-03-15,22.82,9.764,32.2,38.1,1,0
Sargodha,2017-18,wheat,2017-12-01,2018-03-15,22.013,8.316,31.1,52.7,0,0
Sargodha,2018-19,wheat,2018-12-01,2019-03-15,19.012,7.094,25.3,153.2,0,0
Sargodha,2020-21,wheat,2020-12-01,2021-03-15,21.713,8.569,29.4,40.0,1,0
Sargodha,2021-22,wheat,2021-12-01,2022-03-15,20.511,8.413,33.9,137.5,0,0
Sargodha,2022-23,wheat,2022-12-01,2023-03-15,22.742,9.259,33.7,43.9,3,0
Sheikhupura,2017-18,wheat,2017-12-01,2018-03-15,22.533,8.612,31.1,55.8,0,0
Sheikhupura,2018-19,wheat,2018-12-01,2019-03-15,19.539,7.384,25.1,125.1,0,0
Sheikhupura,2020-21,wheat,2020-12-01,2021-03-15,21.593,8.818,29.4,70.8,0,0
Sheikhupura,2021-22,wheat,2021-12-01,2022-03-15,20.191,8.494,32.7,147.5,0,0
Sheikhupura,2022-23,wheat,2022-12-01,2023-03-15,22.272,9.16,31.2,72.7,2,0
Sialkot,2017-18,wheat,2017-12-01,2018-03-15,21.428,7.85,30.0,110.3,0,0
Sialkot,2018-19,wheat,2018-12-01,2019-03-15,18.519,6.934,23.5,259.4,1,0
Sialkot,2020-21,wheat,2020-12-01,2021-03-15,20.43,8.347,28.8,108.1,3,0
Sialkot,2021-22,wheat,2021-12-01,2022-03-15,19.32,7.755,31.9,227.0,1,0
Sialkot,2022-23,wheat,2022-12-01,2023-03-15,20.899,8.449,30.4,84.2,1,0
Toba Tek Singh,2017-18,wheat,2017-12-01,2018-03-15,23.114,9.469,32.2,27.9,0,0
Toba Tek Singh,2018-19,wheat,2018-12-01,2019-03-15,19.834,8.093,25.6,96.3,0,0
Toba Tek Singh,2020-21,wheat,2020-12-01,2021-03-15,22.595,9.204,32.3,27.8,0,0
Toba Tek Singh,2021-22,wheat,2021-12-01,2022-03-15,21.923,9.314,34.7,75.4,0,0
Toba Tek Singh,2022-23,wheat,2022-12-01,2023-03-15,23.426,9.965,33.4,32.9,2,0
Vehari,2017-18,wheat,2017-12-01,2018-03-15,23.294,9.778,32.8,18.9,0,0
Vehari,2018-19,wheat,2018-12-01,2019-03-15,20.411,8.625,25.9,63.5,0,0
Vehari,2020-21,wheat,2020-12-01,2021-03-15,23.728,9.66,34.3,9.5,0,0
Vehari,2021-22,wheat,2021-12-01,2022-03-15,22.547,9.81,34.7,33.9,0,0
Vehari,2022-23,wheat,2022-12-01,2023-03-15,22.859,9.612,34.3,9.7,0,0
Attock,2017-18,bajra,2017-07-15,2017-10-15,32.373,23.151,35.1,416.4,0,1
Attock,2017-18,barley,2017-12-01,2018-03-15,19.577,7.213,27.3,101.2,0,0
Attock,2017-18,jowar,2017-07-01,2017-10-15,32.731,23.579,37.8,458.7,0,10
Attock,2017-18,maize,2017-08-01,2017-11-15,30.834,20.374,35.1,297.3,0,1
Attock,2017-18,potato,2017-10-15,2018-02-15,20.995,8.387,31.6,78.9,0,0
Attock,2017-18,tomato,2017-09-01,2017-12-31,26.167,14.299,34.0,111.6,0,0
Attock,2018-19,bajra,2018-07-15,2018-10-15,32.348,23.332,36.8,508.1,0,9
Attock,2018-19,barley,2018-12-01,2019-03-15,16.549,5.698,22.3,202.9,7,0
Attock,2018-19,jowar,2018-07-01,2018-10-15,32.836,23.65,40.1,560.1,0,19
Attock,2018-19,maize,2018-08-01,2018-11-15,30.093,20.101,36.8,326.2,0,9
Attock,2018-19,onion,2018-12-01,2019-04-30,19.917,8.719,33.1,291.0,7,0
Attock,2018-19,potato,2018-10-15,2019-02-15,19.224,7.891,28.4,153.3,7,0
Attock,2018-19,tomato,2018-09-01,2018-12-31,25.271,13.61,35.7,154.4,5,4
Attock,2019-20,bajra,2019-07-15,2019-10-15,32.409,23.896,37.2,328.6,0,15
Attock,2019-20,barley,2019-12-01,2020-03-15,16.958,6.169,24.4,266.9,8,0
Attock,2019-20,jowar,2019-07-01,2019-10-15,33.005,24.234,41.5,390.4,0,24
Attock,2019-20,maize,2019-08-01,2019-11-15,30.262,21.007,37.1,277.1,0,12
Attock,2019-20,onion,2019-12-01,2020-04-30,19.42,8.744,32.4,396.2,8,0
Attock,2019-20,potato,2019-10-15,2020-02-15,18.784,8.107,30.7,146.3,8,0
Attock,2019-20,tomato,2019-09-01,2019-12-31,24.73,14.47,37.1,162.6,6,6
Attock,2019-20,wheat,2019-12-01,2020-03-15,16.958,6.169,24.4,266.9,8,0
Attock,2020-21,bajra,2020-07-15,2020-10-15,33.046,23.5,37.5,511.4,0,18
Attock,2020-21,barley,2020-12-01,2021-03-15,19.021,7.162,26.2,77.4,2,0
Attock,2020-21,jowar,2020-07-01,2020-10-15,33.437,23.831,39.2,545.5,0,29
Attock,2020-21,onion,2020-12-01,2021-04-30,21.47,9.682,35.5,201.9,2,2
Attock,2020-21,potato,2020-10-15,2021-02-15,19.525,7.623,29.7,126.6,2,0
Attock,2021-22,bajra,2021-07-15,2021-10-15,33.244,24.268,38.6,374.8,0,19
Attock,2021-22,barley,2021-12-01,2022-03-15,17.849,6.81,30.7,166.1,2,0
Attock,2021-22,jowar,2021-07-01,2021-10-15,33.777,24.599,41.0,415.9,0,30
Attock,2021-22,maize,2021-08-01,2021-11-15,30.921,20.831,37.4,258.4,0,12
Attock,2021-22,onion,2021-12-01,2022-04-30,22.279,10.401,37.5,183.5,2,6
Attock,2021-22,potato,2021-10-15,2022-02-15,19.617,7.902,31.0,130.5,2,0
Attock,2021-22,tomato,2021-09-01,2021-12-31,25.575,14.24,35.9,152.8,2,3
Attock,2022-23,bajra,2022-07-15,2022-10-15,32.032,22.96,36.3,385.5,0,6
Attock,2022-23,barley,2022-12-01,2023-03-15,19.336,7.256,30.3,46.2,8,0
Attock,2022-23,jowar,2022-07-01,2022-10-15,32.25,23.279,36.4,549.0,0,12
Attock,2022-23,maize,2022-08-01,2022-11-15,30.016,20.211,35.3,255.6,0,3
Attock,2022-23,onion,2022-12-01,2023-04-30,21.601,9.705,36.1,203.0,8,1
Attock,2022-23,potato,2022-10-15,2023-02-15,19.844,8.157,30.2,83.5,8,0
Attock,2022-23,tomato,2022-09-01,2022-12-31,25.424,14.158,34.6,116.4,0,0
Attock,2023-24,barley,2023-12-01,2024-03-15,18.612,6.259,25.0,128.2,2,0
Attock,2023-24,jowar,2023-07-01,2023-10-15,33.56,23.527,38.3,484.1,0,31
Attock,2023-24,maize,2023-08-01,2023-11-15,31.165,20.507,38.3,291.4,0,24
Attock,2023-24,onion,2023-12-01,2024-04-30,21.109,8.972,33.1,304.8,2,0
Attock,2023-24,potato,2023-10-15,2024-02-15,20.637,8.388,28.0,80.4,2,0
Attock,2023-24,tomato,2023-09-01,2023-12-31,26.27,14.591,37.9,145.2,0,12
Attock,2023-24,wheat,2023-12-01,2024-03-15,18.612,6.259,25.0,128.2,2,0
Attock,2024-25,barley,2024-12-01,2025-03-15,19.703,7.261,27.2,117.3,0,0
Attock,2024-25,jowar,2024-07-01,2024-10-15,32.942,23.651,40.3,647.8,0,22
Attock,2024-25,onion,2024-12-01,2025-04-30,23.523,10.49,39.8,134.7,0,13
Attock,2024-25,potato,2024-10-15,2025-02-15,21.566,9.348,30.6,31.7,0,0
Attock,2024-25,tomato,2024-09-01,2024-12-31,26.021,14.91,35.5,149.5,0,2
Attock,2024-25,wheat,2024-12-01,2025-03-15,19.703,7.261,27.2,117.3,0,0
Bahawalnagar,2017-18,bajra,2017-07-15,2017-10-15,37.361,27.246,41.4,118.8,0,83
Bahawalnagar,2017-18,barley,2017-12-01,2018-03-15,23.907,10.312,34.4,21.8,0,0
Bahawalnagar,2017-18,cotton,2017-05-15,2017-10-31,37.969,26.978,46.1,209.4,0,146
Bahawalnagar,2017-18,jowar,2017-07-01,2017-10-15,37.558,27.614,41.4,128.3,0,97
Bahawalnagar,2017-18,maize,2017-08-01,2017-11-15,35.723,24.375,41.4,65.8,0,73
Bahawalnagar,2017-18,potato,2017-10-15,2018-02-15,24.894,11.356,37.2,17.9,0,7
Bahawalnagar,2017-18,rice,2017-06-15,2017-10-15,37.572,27.639,41.8,188.5,0,109
Bahawalnagar,2017-18,sugarcane,2017-03-01,2017-11-30,35.962,23.809,46.1,226.6,0,190
Bahawalnagar,2017-18,tomato,2017-09-01,2017-12-31,30.189,17.461,39.0,45.1,0,44
Bahawalnagar,2018-19,bajra,2018-07-15,2018-10-15,37.138,27.572,40.9,51.7,0,78
Bahawalnagar,2018-19,barley,2018-12-01,2019-03-15,21.42,9.127,27.0,47.3,0,0
Bahawalnagar,2018-19,cotton,2018-05-15,2018-10-31,37.715,27.252,46.4,118.9,0,131
Bahawalnagar,2018-19,jowar,2018-07-01,2018-10-15,37.227,27.803,41.6,55.9,0,88
Bahawalnagar,2018-19,maize,2018-08-01,2018-11-15,35.334,24.49,40.9,20.8,0,66
Bahawalnagar,2018-19,onion,2018-12-01,2019-04-30,25.473,12.613,42.3,55.5,0,27
Bahawalnagar,2018-19,potato,2018-10-15,2019-02-15,24.172,11.419,35.1,18.5,0,1
Bahawalnagar,2018-19,rice,2018-06-15,2018-10-15,37.267,27.923,41.7,107.7,0,99
Bahawalnagar,2018-19,sugarcane,2018-03-01,2018-11-30,35.975,24.221,46.4,152.5,0,173
Bahawalnagar,2018-19,tomato,2018-09-01,2018-12-31,30.158,17.738,39.7,11.4,0,35
Bahawalnagar,2019-20,bajra,2019-07-15,2019-10-15,36.79,27.766,42.3,135.1,0,72
Bahawalnagar,2019-20,barley,2019-12-01,2020-03-15,21.163,8.929,30.6,92.6,0,0
Bahawalnagar,2019-20,cotton,2019-05-15,2019-10-31,37.721,27.398,45.6,142.4,0,131
Bahawalnagar,2019-20,jowar,2019-07-01,2019-10-15,37.299,28.277,42.3,136.1,0,86
Bahawalnagar,2019-20,maize,2019-08-01,2019-11-15,34.864,24.846,42.3,100.9,0,60
Bahawalnagar,2019-20,onion,2019-12-01,2020-04-30,24.478,12.17,38.4,123.5,0,12
Bahawalnagar,2019-20,potato,2019-10-15,2020-02-15,22.969,10.962,36.0,55.2,0,3
Bahawalnagar,2019-20,rice,2019-06-15,2019-10-15,37.573,28.441,42.6,139.1,0,101
Bahawalnagar,2019-20,sugarcane,2019-03-01,2019-11-30,35.277,23.991,45.6,175.5,0,172
Bahawalnagar,2019-20,tomato,2019-09-01,2019-12-31,29.202,17.955,42.3,62.9,0,33
Bahawalnagar,2019-20,wheat,2019-12-01,2020-03-15,21.163,8.929,30.6,92.6,0,0
Bahawalnagar,2020-21,bajra,2020-07-15,2020-10-15,37.52,27.639,42.3,112.5,0,81
Bahawalnagar,2020-21,cotton,2020-05-15,2020-10-31,38.21,27.274,44.7,130.5,0,144
Bahawalnagar,2020-21,jowar,2020-07-01,2020-10-15,37.905,28.083,43.9,116.5,0,95
Bahawalnagar,2020-21,onion,2020-12-01,2021-04-30,26.978,13.052,41.1,17.0,0,19
Bahawalnagar,2020-21,potato,2020-10-15,2021-02-15,24.44,10.678,36.1,14.3,0,7
Bahawalnagar,2020-21,rice,2020-06-15,2020-10-15,38.395,28.541,44.7,120.7,0,111
Bahawalnagar,2020-21,sugarcane,2020-03-01,2020-11-30,35.212,23.563,44.7,222.6,0,169
Bahawalnagar,2020-21,tomato,2020-09-01,2020-12-31,30.341,17.118,39.6,62.6,0,44
Bahawalnagar,2021-22,bajra,2021-07-15,2021-10-15,36.103,27.577,41.7,74.1,0,62
Bahawalnagar,2021-22,cotton,2021-05-15,2021-10-31,36.676,27.031,44.0,103.9,0,121
Bahawalnagar,2021-22,maize,2021-08-01,2021-11-15,34.084,24.107,40.6,39.9,0,50
Bahawalnagar,2021-22,onion,2021-12-01,2022-04-30,27.336,13.494,44.0,34.5,0,44
Bahawalnagar,2021-22,potato,2021-10-15,2022-02-15,23.391,10.708,34.2,31.8,0,0
Bahawalnagar,2021-22,rice,2021-06-15,2021-10-15,36.83,28.007,41.9,83.8,0,92
Bahawalnagar,2021-22,sugarcane,2021-03-01,2021-11-30,35.027,23.661,44.0,108.2,0,153
Bahawalnagar,2021-22,tomato,2021-09-01,2021-12-31,28.82,17.229,38.0,39.0,0,20
Bahawalnagar,2022-23,bajra,2022-07-15,2022-10-15,34.657,25.906,38.1,270.5,0,41
Bahawalnagar,2022-23,barley,2022-12-01,2023-03-15,23.085,9.723,33.0,13.7,1,0
Bahawalnagar,2022-23,cotton,2022-05-15,2022-10-31,36.505,26.211,46.2,417.6,0,94
Bahawalnagar,2022-23,maize,2022-08-01,2022-11-15,34.221,23.725,38.1,74.5,0,41
Bahawalnagar,2022-23,onion,2022-12-01,2023-04-30,25.847,12.514,40.3,44.6,1,14
Bahawalnagar,2022-23,potato,2022-10-15,2023-02-15,24.523,11.181,35.2,13.0,1,2
Bahawalnagar,2022-23,rice,2022-06-15,2022-10-15,35.284,26.418,43.4,415.9,0,61
Bahawalnagar,2022-23,sugarcane,2022-03-01,2022-11-30,35.997,23.804,46.2,421.1,0,152
Bahawalnagar,2022-23,tomato,2022-09-01,2022-12-31,30.207,17.717,38.1,5.2,0,31
Bahawalnagar,2023-24,bajra,2023-07-15,2023-10-15,36.346,27.169,40.2,117.1,0,73
Bahawalnagar,2023-24,cotton,2023-05-15,2023-10-31,36.457,26.414,42.9,194.8,0,125
Bahawalnagar,2023-24,maize,2023-08-01,2023-11-15,34.709,24.431,40.2,45.9,0,64
