District,Season,Crop,Area (ha),Production (tonnes),Yield,Yield Unit,Source
Rahim Yar Khan,2020-21,rice,32380.0,62600.0,1.9333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2021-22,rice,44120.0,87180.0,1.976,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2022-23,rice,28320.0,56100.0,1.9809,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2023-24,rice,54630.0,124290.0,2.2751,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2024-25,rice,75700.0,138800.0,1.8336,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2017-18,rice,4040.0,7850.0,1.9431,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2018-19,rice,10110.0,20540.0,2.0317,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2019-20,rice,13760.0,26990.0,1.9615,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2020-21,rice,24690.0,58600.0,2.3734,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2021-22,rice,41270.0,117690.0,2.8517,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2022-23,rice,16190.0,31410.0,1.9401,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2023-24,rice,24680.0,72920.0,2.9546,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2024-25,rice,38500.0,102700.0,2.6675,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2017-18,rice,30350.0,63580.0,2.0949,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2018-19,rice,28320.0,62910.0,2.2214,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2019-20,rice,31970.0,62390.0,1.9515,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2020-21,rice,43300.0,95200.0,2.1986,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2021-22,rice,44520.0,107040.0,2.4043,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2022-23,rice,34800.0,95270.0,2.7376,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2023-24,rice,46530.0,132820.01,2.8545,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2024-25,rice,61500.0,164500.0,2.6748,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2017-18,rice,35610.0,68000.0,1.9096,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2018-19,rice,33180.0,56520.0,1.7034,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2019-20,rice,32370.0,59120.0,1.8264,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2020-21,rice,50580.0,91300.0,1.8051,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2021-22,rice,55850.0,113480.0,2.0319,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2022-23,rice,43710.0,83250.0,1.9046,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2023-24,rice,69200.0,140509.99,2.0305,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2024-25,rice,61100.0,113500.0,1.8576,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2017-18,rice,181700.0,338140.02,1.861,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2018-19,rice,195050.0,376799.99,1.9318,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2019-20,rice,195869.99,391280.0,1.9977,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2020-21,rice,239560.0,507399.99,2.1181,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2021-22,rice,243210.01,483040.01,1.9861,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2022-23,rice,235920.0,538250.0,2.2815,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2023-24,rice,253730.0,528650.02,2.0835,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2024-25,rice,237600.01,502700.01,2.1157,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2017-18,rice,138000.0,264640.02,1.9177,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2018-19,rice,130710.01,241880.01,1.8505,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2019-20,rice,133950.0,253440.0,1.892,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2020-21,rice,171990.01,334500.0,1.9449,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2021-22,rice,167940.0,251759.99,1.4991,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2022-23,rice,186960.01,377040.01,2.0167,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2023-24,rice,203550.0,382730.01,1.8803,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2024-25,rice,197500.0,348000.0,1.762,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2017-18,rice,38850.0,91080.0,2.3444,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2018-19,rice,42090.0,122430.0,2.9088,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2019-20,rice,45730.0,106750.0,2.3344,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2020-21,rice,48970.0,139100.01,2.8405,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2021-22,rice,48960.0,121560.0,2.4828,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2022-23,rice,46130.0,119580.0,2.5922,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2023-24,rice,54220.0,154140.0,2.8429,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2024-25,rice,49800.0,119500.0,2.3996,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2017-18,rice,33180.0,66940.0,2.0175,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2018-19,rice,36010.0,86170.0,2.3929,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2019-20,rice,43710.0,69830.0,1.5976,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2020-21,rice,52210.0,116100.0,2.2237,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2021-22,rice,57060.0,142009.99,2.4888,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2022-23,rice,32780.0,84300.0,2.5717,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2023-24,rice,48560.0,134770.0,2.7753,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2024-25,rice,64300.0,162899.99,2.5334,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2017-18,sesamum,831.0,187.0,0.225,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2018-19,sesamum,811.0,190.0,0.2343,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2019-20,sesamum,623.0,251.0,0.4029,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2020-21,sesamum,611.0,174.0,0.2848,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2021-22,sesamum,587.0,219.0,0.3731,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2022-23,sesamum,609.0,566.0,0.9294,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2023-24,sesamum,741.0,452.0,0.61,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2024-25,sesamum,753.0,316.0,0.4197,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2017-18,sesamum,4684.0,2440.0,0.5209,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2018-19,sesamum,4676.0,2390.0,0.5111,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2019-20,sesamum,8095.0,3941.0,0.4868,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2020-21,sesamum,6060.0,5143.0,0.8487,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2021-22,sesamum,7510.0,6629.0,0.8827,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2022-23,sesamum,15796.0,9961.0,0.6306,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2023-24,sesamum,17288.0,14098.0,0.8155,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2017-18,sesamum,507.0,338.0,0.6667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2018-19,sesamum,618.0,220.0,0.356,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2019-20,sesamum,209.0,93.0,0.445,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2020-21,sesamum,689.0,367.0,0.5327,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2021-22,sesamum,508.0,229.0,0.4508,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2022-23,sesamum,705.0,328.0,0.4652,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2023-24,sesamum,4331.0,2500.0,0.5772,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2024-25,sesamum,13411.0,4213.0,0.3141,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2017-18,sesamum,463.0,342.0,0.7387,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2018-19,sesamum,498.0,372.0,0.747,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2019-20,sesamum,326.0,153.0,0.4693,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2020-21,sesamum,429.0,152.0,0.3543,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2021-22,sesamum,630.0,380.0,0.6032,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2022-23,sesamum,1450.0,851.0,0.5869,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2023-24,sesamum,11554.0,7172.0,0.6207,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2024-25,sesamum,23285.0,11646.0,0.5001,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2017-18,sesamum,143.0,19.0,0.1329,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2018-19,sesamum,176.0,25.0,0.142,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2019-20,sesamum,202.0,51.0,0.2525,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2020-21,sesamum,190.0,35.0,0.1842,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2021-22,sesamum,182.0,80.0,0.4396,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2022-23,sesamum,162.0,112.0,0.6914,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2023-24,sesamum,142.0,84.0,0.5915,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2024-25,sesamum,134.0,77.0,0.5746,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2017-18,sesamum,1628.0,764.0,0.4693,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2018-19,sesamum,1973.0,944.0,0.4785,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2019-20,sesamum,1266.0,584.0,0.4613,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2020-21,sesamum,1214.0,600.0,0.4942,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2021-22,sesamum,1372.0,792.0,0.5773,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2022-23,sesamum,104.0,81.0,0.7788,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2023-24,sesamum,689.0,632.0,0.9173,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2024-25,sesamum,6582.0,4073.0,0.6188,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2017-18,sesamum,7963.0,1422.0,0.1786,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2018-19,sesamum,7689.0,1275.0,0.1658,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2019-20,sesamum,6938.0,1284.0,0.1851,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2020-21,sesamum,4437.0,2401.0,0.5411,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2021-22,sesamum,12320.0,5541.0,0.4498,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2022-23,sesamum,13494.0,8990.0,0.6662,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2023-24,sesamum,15646.0,11351.0,0.7255,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2024-25,sesamum,28486.0,22646.0,0.795,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2017-18,sesamum,4341.0,2082.0,0.4796,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2018-19,sesamum,4515.0,2144.0,0.4749,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2019-20,sesamum,17347.0,8160.0,0.4704,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2020-21,sesamum,17015.0,11463.0,0.6737,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2021-22,sesamum,14085.0,8743.0,0.6207,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2022-23,sesamum,17959.0,11929.0,0.6642,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2023-24,sesamum,28112.0,22424.0,0.7977,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2024-25,sesamum,50204.0,28285.0,0.5634,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2017-18,sesamum,152.0,22.0,0.1447,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2018-19,sesamum,38.0,6.0,0.1579,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2019-20,sesamum,256.0,71.0,0.2773,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2020-21,sesamum,12.0,7.0,0.5833,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2022-23,sesamum,52.0,21.0,0.4038,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2023-24,sesamum,16.0,7.0,0.4375,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2024-25,sesamum,12.0,8.0,0.6667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2017-18,sesamum,301.0,107.0,0.3555,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2018-19,sesamum,222.0,41.0,0.1847,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2019-20,sesamum,30.0,11.0,0.3667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2020-21,sesamum,56.0,34.0,0.6071,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2021-22,sesamum,37.0,15.0,0.4054,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2022-23,sesamum,229.0,96.0,0.4192,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2023-24,sesamum,316.0,140.0,0.443,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2024-25,sesamum,287.0,133.0,0.4634,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2017-18,sesamum,3002.0,594.0,0.1979,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2018-19,sesamum,2592.0,519.0,0.2002,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2019-20,sesamum,2044.0,405.0,0.1981,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2020-21,sesamum,441.0,328.0,0.7438,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2021-22,sesamum,389.0,233.0,0.599,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2023-24,sesamum,62.0,29.0,0.4677,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2024-25,sesamum,45.0,24.0,0.5333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2017-18,sesamum,466.0,193.0,0.4142,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2018-19,sesamum,797.0,320.0,0.4015,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2019-20,sesamum,1015.0,399.0,0.3931,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2020-21,sesamum,931.0,462.0,0.4962,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2021-22,sesamum,1062.0,569.0,0.5358,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2022-23,sesamum,2039.0,1024.0,0.5022,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2023-24,sesamum,6429.0,4620.0,0.7186,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2024-25,sesamum,15090.0,8144.0,0.5397,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2017-18,sesamum,804.0,179.0,0.2226,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2018-19,sesamum,1059.0,230.0,0.2172,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2019-20,sesamum,1562.0,356.0,0.2279,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2020-21,sesamum,991.0,272.0,0.2745,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2021-22,sesamum,1052.0,255.0,0.2424,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2022-23,sesamum,1097.0,612.0,0.5579,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2023-24,sesamum,293.0,166.0,0.5666,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2024-25,sesamum,316.0,187.0,0.5918,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2017-18,sesamum,2335.0,1831.0,0.7842,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2018-19,sesamum,2461.0,1980.0,0.8046,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2019-20,sesamum,3897.0,3233.0,0.8296,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
