District,Season,Crop,Area (ha),Production (tonnes),Yield,Yield Unit,Source
Lahore,2019-20,sunflower,9.0,15.0,1.6667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2020-21,sunflower,1.0,3.0,3.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2021-22,sunflower,2.0,2.0,1.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2017-18,sunflower,5795.0,12470.0,2.1519,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2018-19,sunflower,8094.0,16338.0,2.0185,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2019-20,sunflower,11794.0,26119.0,2.2146,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2020-21,sunflower,4856.0,11318.0,2.3307,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2021-22,sunflower,1493.0,3392.0,2.2719,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2022-23,sunflower,2857.0,6817.0,2.3861,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2023-24,sunflower,3282.0,7451.0,2.2703,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2024-25,sunflower,1285.0,2931.0,2.2809,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2017-18,sunflower,3237.0,6363.0,1.9657,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2018-19,sunflower,688.0,1309.0,1.9026,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2019-20,sunflower,753.0,2056.0,2.7304,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2020-21,sunflower,688.0,1625.0,2.3619,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2021-22,sunflower,1263.0,3222.0,2.5511,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2022-23,sunflower,2650.0,8624.0,3.2543,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2023-24,sunflower,1649.0,5442.0,3.3002,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2024-25,sunflower,1747.0,3867.0,2.2135,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2017-18,sunflower,36.0,82.0,2.2778,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2018-19,sunflower,27.0,55.0,2.037,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2019-20,sunflower,10.0,22.0,2.2,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2020-21,sunflower,6.0,14.0,2.3333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2021-22,sunflower,20.0,58.0,2.9,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2022-23,sunflower,42.0,140.0,3.3333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2023-24,sunflower,28.0,90.0,3.2143,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2024-25,sunflower,69.0,140.0,2.029,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2017-18,sunflower,974.0,552.0,0.5667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2018-19,sunflower,945.0,569.0,0.6021,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2019-20,sunflower,1029.0,640.0,0.622,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2020-21,sunflower,182.0,353.0,1.9396,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2021-22,sunflower,963.0,530.0,0.5504,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2022-23,sunflower,219.0,195.0,0.8904,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2023-24,sunflower,43.0,74.0,1.7209,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2024-25,sunflower,425.0,713.0,1.6776,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2017-18,sunflower,4047.0,10253.0,2.5335,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2018-19,sunflower,1619.0,2710.0,1.6739,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2019-20,sunflower,1889.0,3485.0,1.8449,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2020-21,sunflower,1214.0,2640.0,2.1746,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2021-22,sunflower,1416.0,3651.0,2.5784,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2022-23,sunflower,971.0,2918.0,3.0051,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2023-24,sunflower,427.0,1355.0,3.1733,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2024-25,sunflower,1129.0,2609.0,2.3109,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2017-18,sunflower,7891.0,15539.0,1.9692,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2018-19,sunflower,5261.0,9771.0,1.8573,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2019-20,sunflower,6660.0,15007.0,2.2533,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2020-21,sunflower,2833.0,6734.0,2.377,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2021-22,sunflower,2885.0,7449.0,2.582,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2022-23,sunflower,7102.0,15966.0,2.2481,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2023-24,sunflower,4208.0,9822.0,2.3341,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2024-25,sunflower,2646.0,6221.0,2.3511,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2017-18,sunflower,91.0,175.0,1.9231,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2018-19,sunflower,113.0,219.0,1.9381,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2019-20,sunflower,145.0,253.0,1.7448,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2020-21,sunflower,136.0,318.0,2.3382,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2021-22,sunflower,207.0,377.0,1.8213,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2022-23,sunflower,319.0,1234.0,3.8683,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2023-24,sunflower,95.0,221.0,2.3263,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2024-25,sunflower,89.0,187.0,2.1011,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2017-18,sunflower,174.0,288.0,1.6552,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2018-19,sunflower,57.0,85.0,1.4912,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2019-20,sunflower,1107.0,2711.0,2.449,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2020-21,sunflower,486.0,1337.0,2.751,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2021-22,sunflower,817.0,2136.0,2.6144,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2022-23,sunflower,839.0,3110.0,3.7068,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2023-24,sunflower,399.0,1351.0,3.386,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2024-25,sunflower,459.0,1457.0,3.1743,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2017-18,sunflower,443.0,748.0,1.6885,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2018-19,sunflower,140.0,237.0,1.6929,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2019-20,sunflower,142.0,247.0,1.7394,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2020-21,sunflower,224.0,594.0,2.6518,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2021-22,sunflower,329.0,967.0,2.9392,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2022-23,sunflower,538.0,1676.0,3.1152,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2023-24,sunflower,496.0,1261.0,2.5423,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2024-25,sunflower,420.0,1135.0,2.7024,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2017-18,sunflower,177.0,319.0,1.8023,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2018-19,sunflower,55.0,154.0,2.8,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2019-20,sunflower,58.0,132.0,2.2759,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2020-21,sunflower,36.0,77.0,2.1389,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2021-22,sunflower,32.0,55.0,1.7188,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2022-23,sunflower,36.0,73.0,2.0278,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2023-24,sunflower,20.0,40.0,2.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2024-25,sunflower,37.0,82.0,2.2162,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2017-18,sunflower,591.0,875.0,1.4805,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2018-19,sunflower,145.0,274.0,1.8897,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2019-20,sunflower,85.0,180.0,2.1176,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2020-21,sunflower,20.0,41.0,2.05,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2021-22,sunflower,115.0,242.0,2.1043,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2022-23,sunflower,118.0,223.0,1.8898,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2023-24,sunflower,13.0,20.0,1.5385,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2017-18,sunflower,5463.0,10128.0,1.8539,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2018-19,sunflower,1331.0,2092.0,1.5718,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2019-20,sunflower,1363.0,3144.0,2.3067,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2020-21,sunflower,809.0,1577.0,1.9493,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2021-22,sunflower,433.0,922.0,2.1293,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2022-23,sunflower,397.0,1069.0,2.6927,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2023-24,sunflower,22.0,48.0,2.1818,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2024-25,sunflower,28.0,46.0,1.6429,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2017-18,sunflower,210.0,403.0,1.919,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2018-19,sunflower,30.0,59.0,1.9667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2019-20,sunflower,32.0,58.0,1.8125,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2020-21,sunflower,6.0,13.0,2.1667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2021-22,sunflower,2.0,6.0,3.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2022-23,sunflower,3.0,8.0,2.6667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2023-24,sunflower,12.0,25.0,2.0833,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2024-25,sunflower,8.0,17.0,2.125,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2017-18,sunflower,23.0,36.0,1.5652,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2018-19,sunflower,2.0,5.0,2.5,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2019-20,sunflower,3.0,5.0,1.6667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2017-18,sunflower,46.0,72.0,1.5652,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2018-19,sunflower,25.0,36.0,1.44,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2019-20,sunflower,36.0,52.0,1.4444,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2020-21,sunflower,45.0,105.0,2.3333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2021-22,sunflower,60.0,137.0,2.2833,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2022-23,sunflower,145.0,313.0,2.1586,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2023-24,sunflower,49.0,101.0,2.0612,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2024-25,sunflower,101.0,183.0,1.8119,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2017-18,sunflower,939.0,1746.0,1.8594,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2018-19,sunflower,133.0,227.0,1.7068,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2019-20,sunflower,1591.0,4128.0,2.5946,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2020-21,sunflower,1619.0,4678.0,2.8894,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2021-22,sunflower,1802.0,5427.0,3.0117,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2022-23,sunflower,1683.0,6032.0,3.5841,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2023-24,sunflower,805.0,2221.0,2.759,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2024-25,sunflower,1659.0,4874.0,2.9379,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2017-18,sunflower,64.0,118.0,1.8438,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2018-19,sunflower,51.0,94.0,1.8431,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2019-20,sunflower,62.0,115.0,1.8548,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2020-21,sunflower,20.0,38.0,1.9,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2021-22,sunflower,49.0,99.0,2.0204,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2017-18,sunflower,961.0,1966.0,2.0458,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2018-19,sunflower,789.0,1601.0,2.0292,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2019-20,sunflower,338.0,824.0,2.4379,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2020-21,sunflower,152.0,341.0,2.2434,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2021-22,sunflower,354.0,813.0,2.2966,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2022-23,sunflower,628.0,1661.0,2.6449,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2023-24,sunflower,183.0,604.0,3.3005,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2024-25,sunflower,275.0,782.0,2.8436,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2017-18,tobacco,198.0,489.0,2.4697,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2018-19,tobacco,182.0,446.0,2.4505,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2022-23,tobacco,88.0,266.0,3.0227,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2023-24,tobacco,211.0,662.0,3.1374,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2024-25,tobacco,465.0,1464.0,3.1484,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2017-18,tobacco,401.0,631.0,1.5736,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2018-19,tobacco,283.0,431.0,1.523,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2020-21,tobacco,17.0,30.0,1.7647,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2023-24,tobacco,18.0,46.0,2.5556,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2024-25,tobacco,174.0,275.0,1.5805,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2017-18,tobacco,99.0,115.0,1.1616,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2018-19,tobacco,97.0,121.0,1.2474,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2020-21,tobacco,46.0,90.0,1.9565,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2024-25,tobacco,49.0,44.0,0.898,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2017-18,tobacco,14.0,15.0,1.0714,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2018-19,tobacco,14.0,16.0,1.1429,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2024-25,tobacco,7.0,15.0,2.1429,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2017-18,tobacco,273.0,329.0,1.2051,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2018-19,tobacco,263.0,313.0,1.1901,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2020-21,tobacco,48.0,116.0,2.4167,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2022-23,tobacco,2.0,5.0,2.5,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2024-25,tobacco,22.0,49.0,2.2273,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2017-18,tobacco,1012.0,1493.0,1.4753,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2018-19,tobacco,1005.0,1400.0,1.393,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2020-21,tobacco,2401.0,6448.0,2.6855,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2022-23,tobacco,2085.0,8651.0,4.1492,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2023-24,tobacco,2491.0,11174.0,4.4857,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2024-25,tobacco,3829.0,15974.0,4.1718,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2017-18,tobacco,577.0,639.0,1.1075,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2018-19,tobacco,591.0,672.0,1.1371,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2020-21,tobacco,324.0,728.0,2.2469,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2022-23,tobacco,179.0,409.0,2.2849,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2023-24,tobacco,246.0,478.0,1.9431,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2024-25,tobacco,641.0,1910.0,2.9797,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2017-18,tobacco,366.0,337.0,0.9208,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2018-19,tobacco,354.0,334.0,0.9435,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2020-21,tobacco,74.0,127.0,1.7162,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2022-23,tobacco,23.0,34.0,1.4783,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2023-24,tobacco,11.0,18.0,1.6364,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2024-25,tobacco,84.0,43.0,0.5119,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2017-18,tobacco,322.0,399.0,1.2391,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2018-19,tobacco,285.0,350.0,1.2281,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2020-21,tobacco,83.0,176.0,2.1205,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2022-23,tobacco,36.0,66.0,1.8333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2023-24,tobacco,20.0,35.0,1.75,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2024-25,tobacco,251.0,345.0,1.3745,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2017-18,tobacco,144.0,122.0,0.8472,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2018-19,tobacco,117.0,98.0,0.8376,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2020-21,tobacco,329.0,540.0,1.6413,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2022-23,tobacco,25.0,58.0,2.32,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2023-24,tobacco,44.0,124.0,2.8182,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2024-25,tobacco,283.0,549.0,1.9399,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2017-18,tobacco,344.0,365.0,1.061,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2018-19,tobacco,320.0,346.0,1.0813,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2020-21,tobacco,168.0,354.0,2.1071,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2022-23,tobacco,115.0,284.0,2.4696,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2023-24,tobacco,92.0,191.0,2.0761,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2024-25,tobacco,414.0,1018.0,2.4589,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2017-18,tobacco,2.0,3.0,1.5,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2018-19,tobacco,2.0,4.0,2.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2020-21,tobacco,1.0,2.0,2.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2017-18,tobacco,28.0,41.0,1.4643,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2018-19,tobacco,31.0,48.0,1.5484,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2020-21,tobacco,78.0,210.0,2.6923,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2022-23,tobacco,23.0,23.0,1.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2023-24,tobacco,56.0,109.0,1.9464,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2024-25,tobacco,118.0,233.0,1.9746,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2017-18,tobacco,223.0,359.0,1.6099,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2018-19,tobacco,225.0,353.0,1.5689,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2020-21,tobacco,40.0,69.0,1.725,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2022-23,tobacco,6.0,15.0,2.5,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2023-24,tobacco,24.0,32.0,1.3333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2024-25,tobacco,134.0,404.0,3.0149,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2017-18,tobacco,18.0,29.0,1.6111,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2018-19,tobacco,19.0,27.0,1.4211,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2022-23,tobacco,2.0,4.0,2.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2024-25,tobacco,8.0,33.0,4.125,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2017-18,tobacco,18.0,32.0,1.7778,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2018-19,tobacco,24.0,45.0,1.875,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2020-21,tobacco,200.0,405.0,2.025,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2022-23,tobacco,51.0,168.0,3.2941,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2023-24,tobacco,32.0,103.0,3.2188,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2024-25,tobacco,89.0,384.0,4.3146,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
